,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,Unnamed: 0,whole_tweet,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url,jpg_url,predicted_breed
521,762464539388485633,2016-08-08 01:44:46 +0000,This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well,12,10,Buddy,851,This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well https://t.co/zGSj1oUgxx,11024,4591,7437162,10,Twitter for iPhone,Original tweet,https://t.co/zGSj1oUgxx,https://pbs.twimg.com/media/CpTRc4DUEAAYTq6.jpg,chow
522,761976711479193600,2016-08-06 17:26:19 +0000,This is Shelby. She finds stuff to put on her head for attention. It works really well. 12/10 talented af,12,10,Shelby,854,This is Shelby. She finds stuff to put on her head for attention. It works really well. 12/10 talented af https://t.co/WTZ484EntP,5759,2202,7437162,10,Twitter for iPhone,Original tweet,https://t.co/WTZ484EntP,https://pbs.twimg.com/media/CpMVxoRXgAAh350.jpg,labrador retriever
523,761599872357261312,2016-08-05 16:28:54 +0000,"This is Sephie. According to this picture, she can read. Fantastic at following directions. 11/10 such a good girl",11,10,Sephie,858,"This is Sephie. According to this picture, she can read. Fantastic at following directions. 11/10 such a good girl https://t.co/7HY9RvCudo",4401,1280,7437162,10,Twitter for iPhone,Original tweet,https://t.co/7HY9RvCudo,https://pbs.twimg.com/media/CpG_CrlWYAYyuP3.jpg,gordon setter
524,761334018830917632,2016-08-04 22:52:29 +0000,This is Bruce. I really want to hear the joke he was told. 10/10 for chuckle pup,10,10,Bruce,860,This is Bruce. I really want to hear the joke he was told. 10/10 for chuckle pup https://t.co/ErPLjjJOKc,5552,1583,7437162,10,Twitter for iPhone,Original tweet,https://t.co/ErPLjjJOKc,https://pbs.twimg.com/media/CpDNQGkWEAENiYZ.jpg,norwegian elkhound
526,761227390836215808,2016-08-04 15:48:47 +0000,This is Albert. He just found out that bees are dying globally at an alarming rate. 10/10 heckin worried af now,10,10,Albert,862,This is Albert. He just found out that bees are dying globally at an alarming rate. 10/10 heckin worried af now https://t.co/nhLX27WsDY,5669,1696,7437161,10,Twitter for iPhone,Original tweet,https://t.co/nhLX27WsDY,https://pbs.twimg.com/media/CpBsRleW8AEfO8G.jpg,cougar
527,761004547850530816,2016-08-04 01:03:17 +0000,This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both,11,10,Bo,863,This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,12047,3779,7437161,10,Twitter for iPhone,Original tweet,https://t.co/1acHQS8rvK,https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,golden retriever
528,760893934457552897,2016-08-03 17:43:45 +0000,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10,11,10,Wishes,864,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,4075,1059,7437161,10,Twitter for iPhone,Original tweet,https://t.co/H9YgrUkYwa,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,blenheim spaniel
529,760656994973933572,2016-08-03 02:02:14 +0000,This is Rose. Her face is stuck like that. 11/10 would pet so heckin well,11,10,Rose,865,This is Rose. Her face is stuck like that. 11/10 would pet so heckin well https://t.co/tl3gNYdoq2,7044,2098,7437161,10,Twitter for iPhone,Original tweet,https://t.co/tl3gNYdoq2,https://pbs.twimg.com/media/Co5lf-KW8AAIwJw.jpg,golden retriever
530,760539183865880579,2016-08-02 18:14:06 +0000,This is Atlas. Swinging is his passion. 12/10 would push all day,12,10,Atlas,867,This is Atlas. Swinging is his passion. 12/10 would push all day https://t.co/9k8LLjJ0uJ,8064,3948,7437161,10,Twitter for iPhone,Original tweet,https://t.co/9k8LLjJ0uJ,https://pbs.twimg.com/media/Co36VZfWcAEN3R3.jpg,samoyed
531,760290219849637889,2016-08-02 01:44:48 +0000,This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni),13,10,Rocco,869,This is Rocco. He's doing his best. 13/10 someone help him (IG: rocco_roni) https://t.co/qFsl1nnXMv,28570,12503,7437161,10,Twitter Web Client,Original tweet,https://t.co/qFsl1nnXMv,https://pbs.twimg.com/ext_tw_video_thumb/760289324994879489/pu/img/3ItvBEoo4aebPfvr.jpg,old english sheepdog
533,759846353224826880,2016-07-31 20:21:02 +0000,This is Kirby. He's a Beneblip Cumberpat. Pretty heckin rare. 11/10 would put my face against his face,11,10,Kirby,875,This is Kirby. He's a Beneblip Cumberpat. Pretty heckin rare. 11/10 would put my face against his face https://t.co/fd6uucghY6,7163,2160,7437161,10,Twitter for iPhone,Original tweet,https://t.co/fd6uucghY6,https://pbs.twimg.com/media/CouEOZhWAAAgFpE.jpg,sussex spaniel
535,759557299618865152,2016-07-31 01:12:26 +0000,This is Emma. She can't believe her last guess didn't hit. Convinced ur stacking them on top of each other. 10/10,10,10,Emma,878,This is Emma. She can't believe her last guess didn't hit. Convinced ur stacking them on top of each other. 10/10 https://t.co/JRV1dhBYwu,5015,1279,7437161,10,Twitter for iPhone,Original tweet,https://t.co/JRV1dhBYwu,https://pbs.twimg.com/media/Cop9VVUXgAAhX9u.jpg,golden retriever
536,759447681597108224,2016-07-30 17:56:51 +0000,This is Oakley. He has no idea what happened here. Even offered to help clean it up. 11/10 such a heckin good boy,11,10,Oakley,879,This is Oakley. He has no idea what happened here. Even offered to help clean it up. 11/10 such a heckin good boy https://t.co/vT3JM8b989,9038,2667,7437161,10,Twitter for iPhone,Original tweet,https://t.co/vT3JM8b989,https://pbs.twimg.com/media/CooZok_WEAA7oPw.jpg,kuvasz
537,759197388317847553,2016-07-30 01:22:17 +0000,This is Luna. She's just heckin precious af I have nothing else to say. 12/10,12,10,Luna,881,This is Luna. She's just heckin precious af I have nothing else to say. 12/10 https://t.co/gQH2mmKIJW,6457,2116,7437161,10,Twitter for iPhone,Original tweet,https://t.co/gQH2mmKIJW,https://pbs.twimg.com/media/Cok1_sjXgAU3xpp.jpg,kuvasz
539,759047813560868866,2016-07-29 15:27:55 +0000,This is Spencer. He's part of the Queen's Guard. Takes his job very seriously. 11/10,11,10,Spencer,884,This is Spencer. He's part of the Queen's Guard. Takes his job very seriously. 11/10 https://t.co/8W5iSOgXfx,6941,2192,7437161,10,Twitter for iPhone,Original tweet,https://t.co/8W5iSOgXfx,https://pbs.twimg.com/media/Coit84_VYAEMtLi.jpg,labrador retriever
542,758474966123810816,2016-07-28 01:31:38 +0000,This is Brandonald. He accidentally opened the front facing camera. Playing it off rather heckin well. 11/10,11,10,Brandonald,888,This is Brandonald. He accidentally opened the front facing camera. Playing it off rather heckin well. 11/10 https://t.co/uPUAotqQtM,4071,1078,7437161,10,Twitter for iPhone,Original tweet,https://t.co/uPUAotqQtM,https://pbs.twimg.com/media/Coak48zWAAAhBxV.jpg,pembroke
544,758405701903519748,2016-07-27 20:56:24 +0000,This is Odie. He falls asleep wherever he wants. Must be nice. 10/10,10,10,Odie,890,This is Odie. He falls asleep wherever he wants. Must be nice. 10/10 https://t.co/M9BXCSDVjh,5534,2100,7437161,10,Twitter for iPhone,Original tweet,https://t.co/M9BXCSDVjh,https://pbs.twimg.com/media/CoZl9fXWgAMox0n.jpg,chesapeake bay retriever
545,758355060040593408,2016-07-27 17:35:10 +0000,This is Corey. He's a Portobello Corgicool. Trying to convince you that he's not a hipster. 11/10 yea right Corey,11,10,Corey,891,This is Corey. He's a Portobello Corgicool. Trying to convince you that he's not a hipster. 11/10 yea right Corey https://t.co/NzWUrFZydr,3658,1183,7437161,10,Twitter for iPhone,Original tweet,https://t.co/NzWUrFZydr,https://pbs.twimg.com/media/CoY324eWYAEiDOG.jpg,pembroke
546,757611664640446465,2016-07-25 16:21:11 +0000,This is Cooper. He tries to come across as feisty but it never works for very long. 12/10,12,10,Cooper,897,This is Cooper. He tries to come across as feisty but it never works for very long. 12/10 https://t.co/AVks8DjHwB,4851,1214,7437161,10,Twitter for iPhone,Original tweet,https://t.co/AVks8DjHwB,https://pbs.twimg.com/media/CoOTyXJXEAAtjs9.jpg,bluetick
548,757354760399941633,2016-07-24 23:20:20 +0000,"This is Devón (pronounced ""Eric""). He forgot how to eat the apple halfway through. Wtf Devón get it together. 8/10",8,10,Dev,902,"This is Devón (pronounced ""Eric""). He forgot how to eat the apple halfway through. Wtf Devón get it together. 8/10 https://t.co/7waRPODGyO",4807,1547,7437161,10,Twitter for iPhone,Original tweet,https://t.co/7waRPODGyO,https://pbs.twimg.com/media/CoKqIndWgAAattd.jpg,italian greyhound
549,756998049151549440,2016-07-23 23:42:53 +0000,This is Oliver. He's an English Creamschnitzel. The rarest of schnitzels. 11/10 would pet quite firmly,11,10,Oliver,903,This is Oliver. He's an English Creamschnitzel. The rarest of schnitzels. 11/10 would pet quite firmly https://t.co/qbO5X6dYuj,6667,2160,7437161,10,Twitter for iPhone,Original tweet,https://t.co/qbO5X6dYuj,https://pbs.twimg.com/media/CoFlsGAWgAA2YeV.jpg,golden retriever
550,756939218950160384,2016-07-23 19:49:07 +0000,This is Jax. He is a majestic mountain pupper. Thinks flat ground is for the weak. 12/10 would totally hike with,12,10,Jax,904,This is Jax. He is a majestic mountain pupper. Thinks flat ground is for the weak. 12/10 would totally hike with https://t.co/KGdeHuFJnH,7076,2182,7437161,10,Twitter for iPhone,Original tweet,https://t.co/KGdeHuFJnH,https://pbs.twimg.com/media/CoEwMXeWEAAaIz5.jpg,golden retriever
551,756651752796094464,2016-07-23 00:46:50 +0000,This is Gert. He just wants you to be happy. 11/10 would pat on the head so damn well,11,10,Gert,905,This is Gert. He just wants you to be happy. 11/10 would pat on the head so damn well https://t.co/l0Iwj6rLFW,5398,1430,7437161,10,Twitter for iPhone,Original tweet,https://t.co/l0Iwj6rLFW,https://pbs.twimg.com/media/CoAqwPTW8AAiJlz.jpg,pembroke
555,755110668769038337,2016-07-18 18:43:07 +0000,This is Watson. He trust falls on command. 13/10 it's elementary... (IG: wat.ki),13,10,Watson,912,This is Watson. He trust falls on command. 13/10 it's elementary... (IG: wat.ki) https://t.co/goX3jewkYN,22592,12039,7437161,10,Twitter for iPhone,Original tweet,https://t.co/goX3jewkYN,https://pbs.twimg.com/ext_tw_video_thumb/755110610942169088/pu/img/3-INz45pSRMkzOEF.jpg,labrador retriever
556,754856583969079297,2016-07-18 01:53:28 +0000,This is Winnie. She's not a fan of the fast moving air. 11/10 objects in mirror may be more fluffy than they appear,11,10,Winnie,914,This is Winnie. She's not a fan of the fast moving air. 11/10 objects in mirror may be more fluffy than they appear https://t.co/FyHrk20gUR,7320,2753,7437161,10,Twitter for iPhone,Original tweet,https://t.co/FyHrk20gUR,https://pbs.twimg.com/media/CnnKCKNWgAAcOB8.jpg,golden retriever
557,754449512966619136,2016-07-16 22:55:55 +0000,This is Dex. He can see into your past and future. Mesmerizing af 11/10,11,10,Dex,917,This is Dex. He can see into your past and future. Mesmerizing af 11/10 https://t.co/0dYI0Cpdge,3981,798,7437161,10,Twitter for iPhone,Original tweet,https://t.co/0dYI0Cpdge,https://pbs.twimg.com/media/CnhXzpvW8AAQ1MB.jpg,beagle
560,753398408988139520,2016-07-14 01:19:12 +0000,This is Scout. Her batteries are low. 12/10 precious af,12,10,Scout,921,This is Scout. Her batteries are low. 12/10 precious af https://t.co/ov05LIoQJX,6152,2085,7437161,10,Twitter for iPhone,Original tweet,https://t.co/ov05LIoQJX,https://pbs.twimg.com/ext_tw_video_thumb/753398183879991296/pu/img/bqFy5Zc_PEk6Mx-B.jpg,whippet
561,753375668877008896,2016-07-13 23:48:51 +0000,This is Hank. He's mischievous af. Doesn't even know what he was trying to do here. 8/10 quit the shit Hank damn,8,10,Hank,922,This is Hank. He's mischievous af. Doesn't even know what he was trying to do here. 8/10 quit the shit Hank damn https://t.co/3r7wjfsXHc,8119,2528,7437161,10,Twitter for iPhone,Original tweet,https://t.co/3r7wjfsXHc,https://pbs.twimg.com/media/CnSHLFeWgAAwV-I.jpg,bluetick
562,753294487569522689,2016-07-13 18:26:16 +0000,This is Ace. He's a window washer. One of the best around. 11/10 helpful af,11,10,Ace,924,This is Ace. He's a window washer. One of the best around. 11/10 helpful af https://t.co/sTuRoYfzPv,3617,1129,7437161,10,Twitter for iPhone,Original tweet,https://t.co/sTuRoYfzPv,https://pbs.twimg.com/media/CnQ9Vq1WEAEYP01.jpg,chow
564,752917284578922496,2016-07-12 17:27:23 +0000,This is Grizzie. She's a semi-submerged Bahraini Buttersplotch. Appears alert af. Snazzy tongue. 11/10 would def pet,11,10,Grizzie,928,This is Grizzie. She's a semi-submerged Bahraini Buttersplotch. Appears alert af. Snazzy tongue. 11/10 would def pet https://t.co/WZ4zzkXXnW,7320,1710,7437161,10,Twitter for iPhone,Original tweet,https://t.co/WZ4zzkXXnW,https://pbs.twimg.com/media/CnLmRiYXEAAO_8f.jpg,german shepherd
567,752173152931807232,2016-07-10 16:10:29 +0000,This is Brody. He's a lifeguard. Always prepared for rescue. 12/10 would fake drown just to get saved by him,12,10,Brody,936,This is Brody. He's a lifeguard. Always prepared for rescue. 12/10 would fake drown just to get saved by him https://t.co/olDmwNjOy1,6323,2007,7437160,10,Twitter for iPhone,Original tweet,https://t.co/olDmwNjOy1,https://pbs.twimg.com/media/CnBBfNuWcAAkOgO.jpg,labrador retriever
568,751937170840121344,2016-07-10 00:32:46 +0000,This is Ruby. Her ice cube is melting. She doesn't know what to do about it. 11/10,11,10,Ruby,938,This is Ruby. Her ice cube is melting. She doesn't know what to do about it. 11/10 https://t.co/Vfc3eAFl2q,5545,1460,7437160,10,Twitter for iPhone,Original tweet,https://t.co/Vfc3eAFl2q,https://pbs.twimg.com/media/Cm9q2d3XEAAqO2m.jpg,lakeland terrier
569,751830394383790080,2016-07-09 17:28:29 +0000,This is Tucker. He's very camera shy. 12/10 would give stellar belly rubs to,12,10,Tucker,939,This is Tucker. He's very camera shy. 12/10 would give stellar belly rubs to https://t.co/BJRsxuLF1w,6165,2127,7438155,10,Twitter for iPhone,Original tweet,https://t.co/BJRsxuLF1w,https://pbs.twimg.com/media/Cm8JwBqW8AAFOEn.jpg,chow
570,751598357617971201,2016-07-09 02:06:27 +0000,This is Toby. A cat got his tongue. 13/10 adorable af,13,10,Toby,941,This is Toby. A cat got his tongue. 13/10 adorable af https://t.co/fHQrBKYSLC,8390,3299,7437160,10,Twitter for iPhone,Original tweet,https://t.co/fHQrBKYSLC,https://pbs.twimg.com/media/Cm42t5vXEAAv4CS.jpg,toy poodle
572,751538714308972544,2016-07-08 22:09:27 +0000,This is Max. She has one ear that's always slightly more alert than the other. 10/10 wonky af,10,10,Max,943,This is Max. She has one ear that's always slightly more alert than the other. 10/10 wonky af https://t.co/5eJg69G8vY,5346,1378,7437160,10,Twitter for iPhone,Original tweet,https://t.co/5eJg69G8vY,https://pbs.twimg.com/media/Cm4AeG8XEAAulD2.jpg,labrador retriever
574,751251247299190784,2016-07-08 03:07:09 +0000,This is Gilbert. He's being chased by a battalion of miniature floof cows. 10/10 we all believe in you Gilbert,10,10,Gilbert,945,This is Gilbert. He's being chased by a battalion of miniature floof cows. 10/10 we all believe in you Gilbert https://t.co/wayKZkDRTG,13263,6368,7437160,10,Twitter for iPhone,Original tweet,https://t.co/wayKZkDRTG,https://pbs.twimg.com/ext_tw_video_thumb/751250895690731520/pu/img/eziHbU1KbgZg-ijN.jpg,walker hound
576,751132876104687617,2016-07-07 19:16:47 +0000,This is Cooper. He's just so damn happy. 10/10 what's your secret puppo?,10,10,Cooper,947,This is Cooper. He's just so damn happy. 10/10 what's your secret puppo? https://t.co/yToDwVXEpA,5400,1414,7437160,10,Twitter for iPhone,Original tweet,https://t.co/yToDwVXEpA,https://pbs.twimg.com/media/CmyPXNOW8AEtaJ-.jpg,labrador retriever
578,750719632563142656,2016-07-06 15:54:42 +0000,This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af,12,10,Meyer,949,This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t.co/WS6BoApYyL,14020,5471,7437160,10,Twitter for iPhone,Original tweet,https://t.co/WS6BoApYyL,https://pbs.twimg.com/media/CmsXg9AWgAAs6Ui.jpg,pembroke
579,750429297815552001,2016-07-05 20:41:01 +0000,This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10,12,10,Arnie,951,This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10 https://t.co/lprdOylVpS,13990,4667,7437160,10,Twitter for iPhone,Original tweet,https://t.co/lprdOylVpS,https://pbs.twimg.com/media/CmoPdmHW8AAi8BI.jpg,golden retriever
580,750383411068534784,2016-07-05 17:38:41 +0000,This is Zoe. She was trying to stealthily take a picture of you but you just noticed. 9/10 not so sneaky pupper,9,10,Zoe,952,This is Zoe. She was trying to stealthily take a picture of you but you just noticed. 9/10 not so sneaky pupper https://t.co/FfH3o88Vta,4822,1231,7437160,10,Twitter for iPhone,Original tweet,https://t.co/FfH3o88Vta,https://pbs.twimg.com/media/CmnluwbXEAAqnkw.jpg,border collie
582,750132105863102464,2016-07-05 01:00:05 +0000,This is Stewie. He will roundhouse kick anyone who questions his independence. 11/10 free af,11,10,Stewie,955,This is Stewie. He will roundhouse kick anyone who questions his independence. 11/10 free af https://t.co/dDx2gKefYo,3852,1377,7437160,10,Twitter for iPhone,Original tweet,https://t.co/dDx2gKefYo,https://pbs.twimg.com/media/CmkBKuwWgAAamOI.jpg,toy poodle
583,750117059602808832,2016-07-05 00:00:18 +0000,This is Calvin. He just loves America so much. 10/10 would roll around in flag with,10,10,Calvin,956,This is Calvin. He just loves America so much. 10/10 would roll around in flag with https://t.co/RXdzWaCQHm,4595,1410,7437160,10,Twitter for iPhone,Original tweet,https://t.co/RXdzWaCQHm,https://pbs.twimg.com/media/Cmjzc-oWEAESFCm.jpg,shih-tzu
585,750086836815486976,2016-07-04 22:00:12 +0000,This is Spanky. He was a member of the 2002 USA Winter Olympic speed skating team. Accomplished af. 12/10,12,10,Spanky,958,This is Spanky. He was a member of the 2002 USA Winter Olympic speed skating team. Accomplished af. 12/10 https://t.co/7tlZPrePXd,2306,591,7437160,10,TweetDeck,Original tweet,https://t.co/7tlZPrePXd,https://pbs.twimg.com/media/Cmf5WLGWYAAcmRw.jpg,pug
587,750056684286914561,2016-07-04 20:00:23 +0000,This is Jameson. He had a few too many in the name of freedom. I can't not respect that. 11/10 'Merica,11,10,Jameson,960,This is Jameson. He had a few too many in the name of freedom. I can't not respect that. 11/10 'Merica https://t.co/8zQvXM6pG5,3328,971,7437160,10,TweetDeck,Original tweet,https://t.co/8zQvXM6pG5,https://pbs.twimg.com/media/Cmfx2oNW8AAGg4H.jpg,saluki
588,750041628174217216,2016-07-04 19:00:33 +0000,This is Beau. He's trying to keep his daddy from packing to leave for Annual Training. 13/10 and now I'm crying,13,10,Beau,961,This is Beau. He's trying to keep his daddy from packing to leave for Annual Training. 13/10 and now I'm crying https://t.co/7JeDfQvzzI,3369,672,7437160,10,TweetDeck,Original tweet,https://t.co/7JeDfQvzzI,https://pbs.twimg.com/media/CmfssOtXYAAKa_Z.jpg,labrador retriever
590,749996283729883136,2016-07-04 16:00:22 +0000,This is Bo. He emanates happiness. 12/10 I could cut the freedom with a knife,12,10,Bo,964,This is Bo. He emanates happiness. 12/10 I could cut the freedom with a knife https://t.co/c7LNFt39eR,3219,879,7437160,10,TweetDeck,Original tweet,https://t.co/c7LNFt39eR,https://pbs.twimg.com/media/CmfoyrrW8AA8v7w.jpg,old english sheepdog
591,749774190421639168,2016-07-04 01:17:51 +0000,This is Lucy. She's a Benebop Cumberplop. 12/10 would hold against my face,12,10,Lucy,966,This is Lucy. She's a Benebop Cumberplop. 12/10 would hold against my face https://t.co/4yXa801fgl,4928,1418,7437160,10,Twitter for iPhone,Original tweet,https://t.co/4yXa801fgl,https://pbs.twimg.com/media/Cme7pg2XEAATMnP.jpg,pekinese
592,749417653287129088,2016-07-03 01:41:06 +0000,This is Finn. He's the most unphotogenic pupper of all time. 11/10,11,10,Finn,967,This is Finn. He's the most unphotogenic pupper of all time. 11/10 https://t.co/qvA2rCUl6v,6466,1811,7437160,10,Twitter for iPhone,Original tweet,https://t.co/qvA2rCUl6v,https://pbs.twimg.com/media/CmZ3YH9WEAAowi3.jpg,papillon
594,749395845976588288,2016-07-03 00:14:27 +0000,This is George. He just remembered that bees are dying globally at an alarming rate. Scary stuff George. 10/10,10,10,George,969,This is George. He just remembered that bees are dying globally at an alarming rate. Scary stuff George. 10/10 https://t.co/lznl6QGkYc,9129,3756,7437160,10,Twitter for iPhone,Original tweet,https://t.co/lznl6QGkYc,https://pbs.twimg.com/media/CmZjizYW8AA3FCN.jpg,pomeranian
595,749317047558017024,2016-07-02 19:01:20 +0000,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with,12,10,Blu,970,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB,5819,2402,7437160,10,Twitter for iPhone,Original tweet,https://t.co/HHUAnBb6QB,https://pbs.twimg.com/ext_tw_video_thumb/749316899712950272/pu/img/nvZI9mkoAxt89sul.jpg,wire-haired fox terrier
600,748568946752774144,2016-06-30 17:28:39 +0000,This is Cora. She rings a bell for treats. 12/10 precious af (vid by @skyehellenkamp),12,10,Cora,980,This is Cora. She rings a bell for treats. 12/10 precious af (vid by @skyehellenkamp) https://t.co/uUncaAGH18,2312,727,7437160,10,Twitter for iPhone,Original tweet,https://t.co/uUncaAGH18,https://pbs.twimg.com/ext_tw_video_thumb/748568890477789184/pu/img/1MzP7FuodJdHw8zA.jpg,tibetan terrier
602,748324050481647620,2016-06-30 01:15:31 +0000,This is Duke. He permanently looks like he just tripped over something. 11/10,11,10,Duke,983,This is Duke. He permanently looks like he just tripped over something. 11/10 https://t.co/1sNtG7GgiO,3927,831,7437160,10,Twitter for iPhone,Original tweet,https://t.co/1sNtG7GgiO,https://pbs.twimg.com/media/CmKUwImXIAA58f5.jpg,shetland sheepdog
606,747844099428986880,2016-06-28 17:28:22 +0000,This is Huxley. He's pumped for #BarkWeek. Even has a hat. Ears are quite magical. 11/10 would remove hat to pat,11,10,Huxley,989,This is Huxley. He's pumped for #BarkWeek. Even has a hat. Ears are quite magical. 11/10 would remove hat to pat https://t.co/V7h5NMYbYz,2968,811,7437160,10,Twitter for iPhone,Original tweet,https://t.co/V7h5NMYbYz,https://pbs.twimg.com/media/CmDgPTsWEAIi2T1.jpg,pembroke
608,747600769478692864,2016-06-28 01:21:27 +0000,This is Bookstore and Seaweed. Bookstore is tired and Seaweed is an asshole. 10/10 and 7/10 respectively,10,10,Bookstore,993,This is Bookstore and Seaweed. Bookstore is tired and Seaweed is an asshole. 10/10 and 7/10 respectively https://t.co/eUGjGjjFVJ,2453,593,7437160,10,Twitter for iPhone,Original tweet,https://t.co/eUGjGjjFVJ,https://pbs.twimg.com/media/CmAC7ehXEAAqSuW.jpg,chesapeake bay retriever
611,747219827526344708,2016-06-27 00:07:44 +0000,This is Atticus. He's remaining calm but his costume looks terrified. 11/10,11,10,Atticus,999,This is Atticus. He's remaining calm but his costume looks terrified. 11/10 https://t.co/uT7QeZI34U,5582,1709,7437160,10,Twitter for iPhone,Original tweet,https://t.co/uT7QeZI34U,https://pbs.twimg.com/media/Cl6odlVWQAIy5uk.jpg,shetland sheepdog
616,746507379341139972,2016-06-25 00:56:43 +0000,This is Shiloh. She did not pass the soft mouth egg test. 10/10 would absolutely still pet,10,10,Shiloh,1010,This is Shiloh. She did not pass the soft mouth egg test. 10/10 would absolutely still pet https://t.co/PlR6hjqvr5,4899,1166,7437160,10,Twitter for iPhone,Original tweet,https://t.co/PlR6hjqvr5,https://pbs.twimg.com/media/Clwgf4bWgAAB15c.jpg,toy poodle
618,746131877086527488,2016-06-24 00:04:36 +0000,This is Gustav. He has claimed that plant. It is his now. 10/10 would not try to take his plant away,10,10,Gustav,1012,This is Gustav. He has claimed that plant. It is his now. 10/10 would not try to take his plant away https://t.co/uRI7HBgGJX,7305,2374,7437160,10,Twitter for iPhone,Original tweet,https://t.co/uRI7HBgGJX,https://pbs.twimg.com/media/ClrK-rGWAAENcAa.jpg,chow
619,746056683365994496,2016-06-23 19:05:49 +0000,This is Arlen and Thumpelina. They are best pals. Cuddly af. 11/10 for both puppers,11,10,Arlen,1013,This is Arlen and Thumpelina. They are best pals. Cuddly af. 11/10 for both puppers https://t.co/VJgbgIzIHx,3755,882,7437160,10,Twitter for iPhone,Original tweet,https://t.co/VJgbgIzIHx,https://pbs.twimg.com/media/ClqGl7fXIAA8nDe.jpg,shetland sheepdog
620,745789745784041472,2016-06-23 01:25:06 +0000,This is Gus. He didn't win the Powerball. Quite perturbed about it. Still 10/10 would comfort in time of need,10,10,Gus,1014,This is Gus. He didn't win the Powerball. Quite perturbed about it. Still 10/10 would comfort in time of need https://t.co/3wc246LOtu,4263,1150,7437160,10,Twitter for iPhone,Original tweet,https://t.co/3wc246LOtu,https://pbs.twimg.com/media/ClmT0KHWkAAXbhy.jpg,pekinese
622,745057283344719872,2016-06-21 00:54:33 +0000,This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom,12,10,Oliver,1020,This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom https://t.co/BkgU3rrsXA,7640,2453,7437160,10,Twitter for iPhone,Original tweet,https://t.co/BkgU3rrsXA,https://pbs.twimg.com/media/Clb5pLJWMAE-QS1.jpg,shetland sheepdog
623,744995568523612160,2016-06-20 20:49:19 +0000,This is Abby. She got her face stuck in a glass. Churlish af. 9/10 rookie move puppo,9,10,Abby,1021,This is Abby. She got her face stuck in a glass. Churlish af. 9/10 rookie move puppo https://t.co/2FPb45NXrK,3145,672,7437160,10,Twitter for iPhone,Original tweet,https://t.co/2FPb45NXrK,https://pbs.twimg.com/media/ClbBg4WWEAMjwJu.jpg,old english sheepdog
625,744709971296780288,2016-06-20 01:54:27 +0000,This is Harvey. He's stealthy af. 10/10 would do my best to pet,10,10,Harvey,1023,This is Harvey. He's stealthy af. 10/10 would do my best to pet https://t.co/zAzaRT6NnT,5905,1676,7437160,10,Twitter for iPhone,Original tweet,https://t.co/zAzaRT6NnT,https://pbs.twimg.com/media/ClW9w7mWEAEFN1k.jpg,shetland sheepdog
626,744334592493166593,2016-06-19 01:02:50 +0000,This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy,11,10,Blanket,1024,This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy https://t.co/hrJugNHs2Z,7152,2304,7437160,10,Twitter for iPhone,Original tweet,https://t.co/hrJugNHs2Z,https://pbs.twimg.com/media/ClRoXGwWIAEVVzc.jpg,samoyed
628,743980027717509120,2016-06-18 01:33:55 +0000,This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face,11,10,Geno,1027,This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face https://t.co/Kxda28JmQ2,4386,1170,7437160,10,Twitter for iPhone,Original tweet,https://t.co/Kxda28JmQ2,https://pbs.twimg.com/media/ClMl4VLUYAA5qBb.jpg,bull mastiff
